NIVEL_GOBIERNO_NOMBRE,PLIEGO_NOMBRE,DEPARTAMENTO_EJECUTORA_NOMBRE,PROVINCIA_EJECUTORA_NOMBRE,DISTRITO_EJECUTORA_NOMBRE,SECTOR_NOMBRE,FUNCION_NOMBRE,PRODUCTO_PROYECTO,PRODUCTO_PROYECTO_NOMBRE,MONTO_PIA,MONTO_PIM,MONTO_CERTIFICADO,MONTO_COMPROMETIDO,MONTO_DEVENGADO,MONTO_GIRADO
GOBIERNO NACIONAL,"CENTRO NACIONAL DE ESTIMACION, PREVENCION Y REDUCCION DEL RIESGO DE DESASTRES - CENEPRED",LIMA,LIMA,SAN ISIDRO,DEFENSA,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,8556325,8572770,8277579.890000001,5560586.78,5388909.7,5374926.71
GOBIERNO NACIONAL,"CENTRO NACIONAL DE ESTIMACION, PREVENCION Y REDUCCION DEL RIESGO DE DESASTRES - CENEPRED",LIMA,LIMA,SAN ISIDRO,DEFENSA,ORDEN PUBLICO Y SEGURIDAD,3000737,ESTUDIOS PARA LA ESTIMACION DEL RIESGO DE DESASTRES,436312,440429,406674.38,295988.15,254544.44,254544.44
GOBIERNO NACIONAL,"CENTRO NACIONAL DE ESTIMACION, PREVENCION Y REDUCCION DEL RIESGO DE DESASTRES - CENEPRED",LIMA,LIMA,SAN ISIDRO,DEFENSA,ORDEN PUBLICO Y SEGURIDAD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,2226816,2338308,2168542.11,1291895.1,1210595.67,1210563.62
GOBIERNO NACIONAL,INSTITUTO DEL MAR DEL PERU - IMARPE,PROVINCIA CONSTITUCIONAL DEL CALLAO,PROV. CALLAO,CALLAO,PRODUCCION,PESCA,3000737,ESTUDIOS PARA LA ESTIMACION DEL RIESGO DE DESASTRES,1596660,1714712,1604226.46,1151230.36,1071463.36,1071463.36
GOBIERNO NACIONAL,INSTITUTO GEOFISICO DEL PERU,LIMA,LIMA,LA MOLINA,AMBIENTAL,AMBIENTE,2195475,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE ALERTA ANTE EL RIESGO VOLCANICO Y DEL OBSERVATORIO VULCANOLOGICO EN LA MACRO REGION SUR DEL PERU,44405,44405,5477.72,5477.72,5477.72,5477.72
GOBIERNO NACIONAL,INSTITUTO GEOFISICO DEL PERU,LIMA,LIMA,LA MOLINA,AMBIENTAL,AMBIENTE,3000737,ESTUDIOS PARA LA ESTIMACION DEL RIESGO DE DESASTRES,22463151,22749498,21443233.62,15726651.06,13509290.41,13298467.32
GOBIERNO NACIONAL,INSTITUTO GEOFISICO DEL PERU,LIMA,LIMA,LA MOLINA,AMBIENTAL,AMBIENTE,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,30020,30020,20599.0,2500.0,2500.0,2500.0
GOBIERNO NACIONAL,INSTITUTO GEOFISICO DEL PERU,LIMA,LIMA,LA MOLINA,AMBIENTAL,ORDEN PUBLICO Y SEGURIDAD,2234253,"MEJORAMIENTO DEL SERVICIO DE LABORATORIO NACIONAL DE INSTRUMENTACION GEOFISICA PARA LA GENERACION DE INFORMACION BASE EN GESTION DE RIESGOS DE DESASTRES CAUSADOS POR SISMOS, TSUNAMIS, FALLAS ACTIVAS Y GEODINAMICA DE SUPERFICIE, LA MOLINA, LIMA",6406884,6406884,6290995.46,5747993.07,4140279.1,3943988.15
GOBIERNO NACIONAL,INSTITUTO GEOLOGICO MINERO Y METALURGICO,LIMA,LIMA,SAN BORJA,ENERGIA Y MINAS,MINERIA,3000737,ESTUDIOS PARA LA ESTIMACION DEL RIESGO DE DESASTRES,5784777,6549188,5478339.22,4297344.72,3457133.29,3432094.55
GOBIERNO NACIONAL,INSTITUTO NACIONAL DE DEFENSA CIVIL,LIMA,LIMA,SAN ISIDRO,DEFENSA,ORDEN PUBLICO Y SEGURIDAD,2999999, ,8905018,15974242,15701133.03,15701133.03,15576119.299999999,15576119.299999999
GOBIERNO NACIONAL,INSTITUTO NACIONAL DE DEFENSA CIVIL,LIMA,LIMA,SAN ISIDRO,DEFENSA,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,391883749,216372693,33765540.46,25976760.759999998,23669369.79,23607954.12
GOBIERNO NACIONAL,INSTITUTO NACIONAL DE DEFENSA CIVIL,LIMA,LIMA,SAN ISIDRO,DEFENSA,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,40889975,37991455,36824034.48,22297825.39,18599604.93,17940371.58
GOBIERNO NACIONAL,INSTITUTO NACIONAL DE DEFENSA CIVIL,LIMA,LIMA,SAN ISIDRO,DEFENSA,ORDEN PUBLICO Y SEGURIDAD,3000737,ESTUDIOS PARA LA ESTIMACION DEL RIESGO DE DESASTRES,302463,306261,305873.02,205666.58000000002,205666.58000000002,205666.58000000002
GOBIERNO NACIONAL,INSTITUTO NACIONAL DE DEFENSA CIVIL,LIMA,LIMA,SAN ISIDRO,DEFENSA,ORDEN PUBLICO Y SEGURIDAD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,2359237,3669461,2965518.09,2268165.37,1901646.68,1900381.68
GOBIERNO NACIONAL,INSTITUTO NACIONAL DE DEFENSA CIVIL,LIMA,LIMA,SAN ISIDRO,DEFENSA,ORDEN PUBLICO Y SEGURIDAD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,1605152,1692763,1323331.68,1082972.95,949425.39,944795.39
GOBIERNO NACIONAL,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS - INEN,LIMA,LIMA,SURQUILLO,SALUD,SALUD,3000001,ACCIONES COMUNES,30000,17537,10814.4,10814.4,10797.05,10797.05
GOBIERNO NACIONAL,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS - INEN,LIMA,LIMA,SURQUILLO,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,316893,441570,373520.1,251238.11,244238.11,243177.91
GOBIERNO NACIONAL,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS - INEN,LIMA,LIMA,SURQUILLO,SALUD,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,53000,53000,6072.8,6072.8,4100.8,4100.8
GOBIERNO NACIONAL,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS - INEN,LIMA,LIMA,SURQUILLO,SALUD,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,1845000,1901064,1730992.58,1584986.84,1219151.8,1190666.6
GOBIERNO NACIONAL,INSTITUTO NACIONAL DE INVESTIGACION EN GLACIARES Y ECOSISTEMAS DE MONTAÃA - INAIGEM,ANCASH,HUARAZ,HUARAZ,AMBIENTAL,AMBIENTE,3000735,DESARROLLO DE MEDIDAS DE INTERVENCION PARA LA PROTECCION FISICA FRENTE A PELIGROS,113912,179104,177421.91,145503.41999999998,103301.79,89354.43
GOBIERNO NACIONAL,INSTITUTO NACIONAL DE INVESTIGACION EN GLACIARES Y ECOSISTEMAS DE MONTAÃA - INAIGEM,ANCASH,HUARAZ,HUARAZ,AMBIENTAL,AMBIENTE,3000737,ESTUDIOS PARA LA ESTIMACION DEL RIESGO DE DESASTRES,5820165,6509560,6191355.24,4263704.36,3701382.26,3681320.52
GOBIERNO NACIONAL,INSTITUTO NACIONAL DE SALUD,LIMA,LIMA,CHORRILLOS,SALUD,SALUD,3000001,ACCIONES COMUNES,184949,10937,10937.0,10336.09,10336.09,10336.09
GOBIERNO NACIONAL,INSTITUTO NACIONAL DE SALUD,LIMA,LIMA,CHORRILLOS,SALUD,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,1500,66217,38336.5,38336.5,13000.0,0.0
GOBIERNO NACIONAL,INTENDENCIA NACIONAL DE BOMBEROS DEL PERÃ - INBP,LIMA,LIMA,SAN ISIDRO,INTERIOR,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,835026,835026,466537.10000000003,466537.10000000003,349280.8,349280.8
GOBIERNO NACIONAL,INTENDENCIA NACIONAL DE BOMBEROS DEL PERÃ - INBP,LIMA,LIMA,SAN ISIDRO,INTERIOR,ORDEN PUBLICO Y SEGURIDAD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,129506,129506,53933.38,53933.38,47537.38,47537.38
GOBIERNO NACIONAL,M. DE CULTURA,LIMA,LIMA,SAN BORJA,CULTURA,CULTURA Y DEPORTE,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,308372,365474,290897.9,233440.03999999998,212640.04,206608.88
GOBIERNO NACIONAL,M. DE DEFENSA,LIMA,LIMA,JESUS MARIA,DEFENSA,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,38367,57354,57354.0,57353.2,57353.2,57353.2
GOBIERNO NACIONAL,M. DE DEFENSA,LIMA,LIMA,LIMA,DEFENSA,ORDEN PUBLICO Y SEGURIDAD,2999999, ,10765369,10765369,10765368.76,9636663.690000001,1977724.7,1977724.7
GOBIERNO NACIONAL,M. DE DEFENSA,LIMA,LIMA,SAN BORJA,DEFENSA,DEFENSA Y SEGURIDAD NACIONAL,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,133607,580144,500366.81,363827.41,351827.41,351827.41
GOBIERNO NACIONAL,M. DE DEFENSA,LIMA,LIMA,SAN BORJA,DEFENSA,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,80000,80000,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE DEFENSA,LIMA,LIMA,SAN ISIDRO,DEFENSA,DEFENSA Y SEGURIDAD NACIONAL,3000737,ESTUDIOS PARA LA ESTIMACION DEL RIESGO DE DESASTRES,631729,632168,624629.0,444859.8,442759.8,442759.8
GOBIERNO NACIONAL,M. DE DEFENSA,PROVINCIA CONSTITUCIONAL DEL CALLAO,PROV. CALLAO,LA PERLA,DEFENSA,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,15000,15000,14999.4,14999.4,14999.4,14999.4
GOBIERNO NACIONAL,M. DE DESARROLLO AGRARIO Y RIEGO,AYACUCHO,LA MAR,AYNA,AGRARIO Y DE RIEGO,AGROPECUARIA,3000001,ACCIONES COMUNES,0,3864592,3755362.48,3755050.99,2963749.97,2701312.27
GOBIERNO NACIONAL,M. DE DESARROLLO AGRARIO Y RIEGO,CAJAMARCA,CONTUMAZA,YONAN,AGRARIO Y DE RIEGO,AGROPECUARIA,3000001,ACCIONES COMUNES,0,18728051,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE DESARROLLO AGRARIO Y RIEGO,CAJAMARCA,JAEN,JAEN,AGRARIO Y DE RIEGO,AGROPECUARIA,3000001,ACCIONES COMUNES,0,6163484,6157011.53,4236351.85,4143674.65,4143674.6500000004
GOBIERNO NACIONAL,M. DE DESARROLLO AGRARIO Y RIEGO,JUNIN,CHANCHAMAYO,CHANCHAMAYO,AGRARIO Y DE RIEGO,AGROPECUARIA,3000001,ACCIONES COMUNES,0,1511551,1511447.0,1511447.0,508752.99,498749.35
GOBIERNO NACIONAL,M. DE DESARROLLO AGRARIO Y RIEGO,LIMA,LIMA,JESUS MARIA,AGRARIO Y DE RIEGO,AGROPECUARIA,2197391,INSTALACION - IMPLEMENTACION DE MEDIDAS DE PREVENCION PARA EL CONTROL DE DESBORDES E INUNDACIONES DEL RIO CAÃETE - PROVINCIA CAÃETE - DEPARTAMENTO DE LIMA,3096278,6065480,6065480.0,6065476.99,6065476.99,6065476.99
GOBIERNO NACIONAL,M. DE DESARROLLO AGRARIO Y RIEGO,LIMA,LIMA,JESUS MARIA,AGRARIO Y DE RIEGO,AGROPECUARIA,2197392,INSTALACION - IMPLEMENTACION DE MEDIDAS DE PREVENCION PARA EL CONTROL DE DESBORDES E INUNDACIONES DEL RIO CHINCHA - PROVINCIA CHINCHA - DEPARTAMENTO DE ICA,1025871,11920964,11920964.0,11875349.93,11875349.93,11875349.93
GOBIERNO NACIONAL,M. DE DESARROLLO AGRARIO Y RIEGO,LIMA,LIMA,JESUS MARIA,AGRARIO Y DE RIEGO,AGROPECUARIA,2199961,GESTION DEL PROGRAMA Y OTROS - PROGRAMA DE PROTECCION DE VALLES Y POBLACIONES RURALES VULNERABLES ANTE INUNDACIONES:,1348952,5828183,5828183.0,5069883.92,4969883.92,4968556.38
GOBIERNO NACIONAL,M. DE DESARROLLO AGRARIO Y RIEGO,LIMA,LIMA,JESUS MARIA,AGRARIO Y DE RIEGO,AGROPECUARIA,3000001,ACCIONES COMUNES,0,456236971,77177914.27,40080270.58,34457912.39,34406413.76
GOBIERNO NACIONAL,M. DE DESARROLLO AGRARIO Y RIEGO,LIMA,LIMA,JESUS MARIA,AGRARIO Y DE RIEGO,AGROPECUARIA,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,20697173,20336973,18144491.37,10992958.2,10385809.3,10385809.3
GOBIERNO NACIONAL,M. DE DESARROLLO AGRARIO Y RIEGO,LIMA,LIMA,JESUS MARIA,AGRARIO Y DE RIEGO,AGROPECUARIA,3000735,DESARROLLO DE MEDIDAS DE INTERVENCION PARA LA PROTECCION FISICA FRENTE A PELIGROS,79840300,80032007,77766655.22,69482488.19,68097215.19,68090215.19
GOBIERNO NACIONAL,M. DE DESARROLLO AGRARIO Y RIEGO,LIMA,LIMA,JESUS MARIA,AGRARIO Y DE RIEGO,AGROPECUARIA,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,148727,273727,242872.2,229995.64,135302.96,135302.96
GOBIERNO NACIONAL,M. DE DESARROLLO AGRARIO Y RIEGO,PUNO,PUNO,PUNO,AGRARIO Y DE RIEGO,AGROPECUARIA,2406828,"CREACION DE LOS SERVICIOS DE PROTECCION CONTRA INUNDACIONES EN AMBAS MARGENES DEL RIO KARIMAYO EN LOS SECTORES DE ACCORANI, RUCOS Y CHACAPUNTA PROGRESIVAS (01+440 - 05+980) DEL DISTRITO DE CHUPA - PROVINCIA DE AZANGARO - DEPARTAMENTO DE PUNO",2090811,9876294,9876294.0,4669135.63,4669135.63,4669135.63
GOBIERNO NACIONAL,M. DE DESARROLLO AGRARIO Y RIEGO,PUNO,PUNO,PUNO,AGRARIO Y DE RIEGO,AGROPECUARIA,3000001,ACCIONES COMUNES,0,2324701,2274637.65,984188.95,24548.15,0.0
GOBIERNO NACIONAL,M. DE DESARROLLO AGRARIO Y RIEGO,TUMBES,TUMBES,TUMBES,AGRARIO Y DE RIEGO,AGROPECUARIA,3000001,ACCIONES COMUNES,0,6963024,6944897.970000001,6942025.16,6935807.37,6935807.37
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428412,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 22436,0,0,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428546,IRI EN EL LOCAL EDUCATIVO CON CODIGO DE LOCAL 531160,375968,817751,814425.38,723223.98,723223.98,196659.58000000002
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428580,IRI EN EL LOCAL EDUCATIVO CON CODIGO DE LOCAL 413425,0,1219026,1219022.78,1219022.78,24118.26,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428583,IRI EN EL LOCAL EDUCATIVO CON CODIGO DE LOCAL 437271,54798,0,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428587,IRI EN EL LOCAL EDUCATIVO CON CODIGO DE LOCAL 440891,0,0,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428605,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 410002,727590,460869,460866.63,460866.63,460866.63,460866.63
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428610,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 420794,90752,0,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428619,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 796829,1144240,36115,36114.96000000002,36114.96,34814.96,34814.96
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428643,IRI EN EL LOCAL EDUCATIVO CON CODIGO DE LOCAL 17736,1229348,116297,116296.7,116296.7,116296.7,116296.7
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428644,IRI EN EL LOCAL EDUCATIVO CON CODIGO DE LOCAL 17883,0,96159,96158.37999999999,96158.38,96158.38,96158.38
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428649,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 507725,0,80888,80887.12,80887.12,80887.12,80887.12
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428655,IRI EN EL LOCAL EDUCATIVO CON CODIGO DE LOCAL 28626,0,183075,183074.14,183074.14,81307.26000000001,81307.26000000001
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428665,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 511671,109984,119704,119703.92,119703.92,119703.92,119703.92
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428666,IRI EN EL LOCAL EDUCATIVO CON CODIGO DE LOCAL 529812,96818,0,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428667,IRI EN EL LOCAL EDUCATIVO CON CODIGO DE LOCAL 717295,1377807,220220,220218.79,220218.78999999998,220218.78999999998,220218.78999999998
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428682,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 024124,852329,0,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428683,IRI EN EL LOCAL EDUCATIVO CON CODIGO DE LOCAL 779580,0,218920,218919.39,218919.39,79600.68,79600.68
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428684,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 27599,0,24000,24000.0,24000.0,18000.0,18000.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428691,IRI EN EL LOCAL EDUCATIVO CON CODIGO DE LOCAL 419899,0,51799,51797.69,51797.69,20222.73,20222.73
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428695,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 37008,545841,235196,235195.11000000002,11337.7,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428715,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 410587,28693,0,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428718,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 413492,0,11517,11516.37,11516.37,11516.37,11516.37
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428738,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 275730,0,0,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428742,IRI EN EL LOCAL EDUCATIVO CON CODIGO DE LOCAL 354138,4114049,6874557,6874556.2299999995,6080764.2,6069211.99,6069211.99
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428748,IRI EN EL LOCAL EDUCATIVO CON CODIGO DE LOCAL 358103,294997,18100,18100.0,18100.0,16600.0,15100.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428753,IRI EN EL LOCAL EDUCATIVO CON CODIGO DE LOCAL 428342,0,176740,176739.89,176739.89,63900.0,63900.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428770,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 437266,996319,0,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2428774,IRI EN EL LOCAL EDUCATIVO CON CODIGO DE LOCAL 717422,1402079,46773,46772.11999999994,46772.12,46772.12,46772.12
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2458525,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 796565,0,188784,188783.44,188783.44,13050.0,13050.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2458617,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 018552,0,225698,225697.86000000002,225697.86,17100.0,17100.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2458623,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 016001,0,380252,380249.98000000004,380249.98,262321.9,262321.9
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2458628,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 041331,0,0,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2459868,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 430081,1560000,118463,118462.18,118462.18,118462.18000000001,118462.18000000001
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2459910,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 432297,573119,291492,291489.01,291489.01,291489.01,291489.01
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2459979,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 430608,857688,408494,408492.98000000004,325066.1,325066.1,325066.1
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2460056,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 040567,1287814,211103,211103.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2460091,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 015997,0,118463,118462.18,118462.18,118462.18,118462.18000000001
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2460099,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 670028,2599,79294,79293.63,79293.63,79293.63,79293.63
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2460279,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 279587,1531656,199807,199806.97,199806.97,43781.0,43781.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2460289,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 819246,2546579,62437,62435.96000000001,62435.96,62435.96,62435.96
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2460311,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 274801,0,20553,20552.23,20552.23,20552.23,20552.23
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2460450,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 413543,898108,665171,665169.7,665169.7,665169.7,665169.7
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2460459,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 413369,0,137432,137431.31,137431.31,134831.31,134831.31
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2460479,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 413331,0,6091714,6091712.74,6091712.74,6085233.16,6085233.16
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2460525,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 414774,683300,123636,123634.87,123634.87,123634.87,123634.87
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2462781,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 410078,0,215049,215048.47,215048.47,21000.0,21000.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2462783,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 413388,2650302,82738,82737.06,82737.06,76124.56,76124.56
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2462791,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 440669,0,0,0.0,0.0,0.0,0.0
GOBIERNO NACIONAL,M. DE EDUCACION,LIMA,LIMA,LIMA,EDUCACION,EDUCACION,2462800,IRI EN LOCAL EDUCATIVO CON CODIGO DE LOCAL 415194,0,158075,158073.7,158073.7,76953.89,76953.89
