NIVEL_GOBIERNO_NOMBRE,PLIEGO_NOMBRE,DEPARTAMENTO_EJECUTORA_NOMBRE,PROVINCIA_EJECUTORA_NOMBRE,DISTRITO_EJECUTORA_NOMBRE,SECTOR_NOMBRE,FUNCION_NOMBRE,PRODUCTO_PROYECTO,PRODUCTO_PROYECTO_NOMBRE,MONTO_PIA,MONTO_PIM,MONTO_CERTIFICADO,MONTO_COMPROMETIDO,MONTO_DEVENGADO,MONTO_GIRADO
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAROCHIRI,SANTA EULALIA,GOBIERNOS REGIONALES,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,3000,3000,3000.0,2997.99,2997.99,2997.99
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAROCHIRI,SANTA EULALIA,GOBIERNOS REGIONALES,SALUD,3000001,ACCIONES COMUNES,39228,39228,38178.0,19398.91,19398.91,18888.91
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAROCHIRI,SANTA EULALIA,GOBIERNOS REGIONALES,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,85703,85703,85557.79,85416.59999999999,83916.59999999999,83916.59999999999
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAROCHIRI,SANTA EULALIA,GOBIERNOS REGIONALES,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,4000,4000,4000.0,3987.99,3987.99,3987.99
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAROCHIRI,SANTA EULALIA,GOBIERNOS REGIONALES,SALUD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,2000,2000,2000.0,2000.0,2000.0,2000.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAROCHIRI,SANTA EULALIA,GOBIERNOS REGIONALES,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,26000,26000,25999.5,25935.5,25935.5,25935.5
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAURA,HUACHO,GOBIERNOS REGIONALES,EDUCACION,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,3072,3072,3070.87,3070.87,3070.87,3070.87
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAURA,HUACHO,GOBIERNOS REGIONALES,EDUCACION,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,789830,804058,719300.5700000001,564692.65,509372.82,506611.23
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAURA,HUACHO,GOBIERNOS REGIONALES,EDUCACION,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,35840,35840,34164.35,34164.35,15924.35,15924.35
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAURA,HUACHO,GOBIERNOS REGIONALES,EDUCACION,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,78215,78215,76759.92,76759.92,76759.92,76759.92
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAURA,HUACHO,GOBIERNOS REGIONALES,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,622428,622428,469040.5,464034.3,357799.3,349013.2
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAURA,HUACHO,GOBIERNOS REGIONALES,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,1470132,1470132,1099398.17,958252.41,691809.01,523274.41
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAURA,HUACHO,GOBIERNOS REGIONALES,ORDEN PUBLICO Y SEGURIDAD,3000737,ESTUDIOS PARA LA ESTIMACION DEL RIESGO DE DESASTRES,75275,75275,53005.0,47960.0,35620.0,33120.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAURA,HUACHO,GOBIERNOS REGIONALES,SALUD,3000001,ACCIONES COMUNES,2315485,2315485,2309435.7199999997,1574368.96,1563107.68,1563096.03
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAURA,HUACHO,GOBIERNOS REGIONALES,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,334736,334736,306566.02,258277.14,238542.06,238542.06
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAURA,HUACHO,GOBIERNOS REGIONALES,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,24807,24807,23105.9,12119.0,10619.0,10619.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAURA,HUACHO,GOBIERNOS REGIONALES,SALUD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,25446,25446,25373.010000000002,23427.010000000002,22230.0,22230.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,LIMA,HUAURA,HUACHO,GOBIERNOS REGIONALES,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,28000,28000,24789.75,24713.87,24000.0,22240.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,ALTO AMAZONAS,YURIMAGUAS,GOBIERNOS REGIONALES,EDUCACION,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,2048,2048,2048.0,2048.0,2048.0,2048.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,ALTO AMAZONAS,YURIMAGUAS,GOBIERNOS REGIONALES,EDUCACION,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,81175,81175,61675.0,54635.0,54635.0,54635.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,ALTO AMAZONAS,YURIMAGUAS,GOBIERNOS REGIONALES,EDUCACION,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,7168,7168,7168.0,3168.0,3168.0,3168.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,ALTO AMAZONAS,YURIMAGUAS,GOBIERNOS REGIONALES,EDUCACION,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,73169,73169,53248.0,53248.0,53248.0,53248.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,ALTO AMAZONAS,YURIMAGUAS,GOBIERNOS REGIONALES,SALUD,3000001,ACCIONES COMUNES,33250,33250,31499.0,31499.0,31499.0,31499.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,ALTO AMAZONAS,YURIMAGUAS,GOBIERNOS REGIONALES,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,125086,125086,107426.3,107426.3,89318.4,89318.4
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,ALTO AMAZONAS,YURIMAGUAS,GOBIERNOS REGIONALES,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,42454,42454,37954.0,37954.0,36068.4,36068.4
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,ALTO AMAZONAS,YURIMAGUAS,GOBIERNOS REGIONALES,SALUD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,19500,19500,18330.0,18330.0,18330.0,18330.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,ALTO AMAZONAS,YURIMAGUAS,GOBIERNOS REGIONALES,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,24040,24040,24039.98,24039.98,24039.98,24039.98
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,DATEM DEL MARAÃON,BARRANCA,GOBIERNOS REGIONALES,EDUCACION,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,108544,9420,9420.0,9420.0,9420.0,9420.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,DATEM DEL MARAÃON,BARRANCA,GOBIERNOS REGIONALES,EDUCACION,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,18131,106391,106351.0,56712.0,56712.0,56712.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,DATEM DEL MARAÃON,BARRANCA,GOBIERNOS REGIONALES,EDUCACION,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,3584,3584,3584.0,3584.0,3584.0,3584.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,DATEM DEL MARAÃON,BARRANCA,GOBIERNOS REGIONALES,EDUCACION,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,44956,55820,55820.0,55820.0,55820.0,55820.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,DATEM DEL MARAÃON,BARRANCA,GOBIERNOS REGIONALES,SALUD,3000001,ACCIONES COMUNES,8945,8945,8861.869999999999,8853.18,8853.18,8853.18
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,DATEM DEL MARAÃON,BARRANCA,GOBIERNOS REGIONALES,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,28439,28439,24293.0,24293.0,21793.0,20233.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,DATEM DEL MARAÃON,BARRANCA,GOBIERNOS REGIONALES,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,11859,11859,4879.87,4806.91,4806.91,4806.91
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,DATEM DEL MARAÃON,BARRANCA,GOBIERNOS REGIONALES,SALUD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,21285,21285,17110.0,17110.0,17110.0,17110.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,DATEM DEL MARAÃON,BARRANCA,GOBIERNOS REGIONALES,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,7184,7184,5039.87,4966.91,4966.91,4966.91
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,LORETO,NAUTA,GOBIERNOS REGIONALES,EDUCACION,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,40926,23366,16850.0,16850.0,9850.0,9850.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,LORETO,NAUTA,GOBIERNOS REGIONALES,EDUCACION,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,0,3000,0.0,0.0,0.0,0.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,LORETO,NAUTA,GOBIERNOS REGIONALES,EDUCACION,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,0,16060,16060.0,16060.0,16060.0,16060.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,LORETO,NAUTA,GOBIERNOS REGIONALES,SALUD,3000001,ACCIONES COMUNES,0,14280,12500.0,12500.0,12500.0,12500.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,LORETO,NAUTA,GOBIERNOS REGIONALES,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,61424,61424,39364.0,39364.0,39364.0,39364.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,LORETO,NAUTA,GOBIERNOS REGIONALES,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,0,6550,1000.0,1000.0,1000.0,1000.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,LORETO,NAUTA,GOBIERNOS REGIONALES,SALUD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,23017,23017,16912.0,16912.0,16912.0,16912.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,LORETO,NAUTA,GOBIERNOS REGIONALES,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,26862,26862,23860.0,23860.0,23860.0,23860.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,MAYNAS,BELEN,GOBIERNOS REGIONALES,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,1975415,4327349,3945004.45,3923234.57,3596816.26,3596816.26
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,MAYNAS,BELEN,GOBIERNOS REGIONALES,VIVIENDA Y DESARROLLO URBANO,3000735,DESARROLLO DE MEDIDAS DE INTERVENCION PARA LA PROTECCION FISICA FRENTE A PELIGROS,565801,565801,0.0,0.0,0.0,0.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,MAYNAS,IQUITOS,GOBIERNOS REGIONALES,EDUCACION,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,75886,72266,61204.0,58664.0,57224.0,57224.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,MAYNAS,IQUITOS,GOBIERNOS REGIONALES,EDUCACION,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,0,3620,1200.0,0.0,0.0,0.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,MAYNAS,IQUITOS,GOBIERNOS REGIONALES,EDUCACION,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,25641,25641,25641.0,0.0,0.0,0.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,MAYNAS,IQUITOS,GOBIERNOS REGIONALES,SALUD,3000001,ACCIONES COMUNES,22739,22739,14609.47,14609.47,14609.470000000001,14609.470000000001
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,MAYNAS,IQUITOS,GOBIERNOS REGIONALES,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,563701,563701,467960.22,399537.72,394372.72,393788.33
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,MAYNAS,IQUITOS,GOBIERNOS REGIONALES,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,41888,41888,34325.15,34325.15,34325.15,34325.15
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,MAYNAS,IQUITOS,GOBIERNOS REGIONALES,SALUD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,73729,73729,73660.4,67660.4,67660.4,67660.4
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,MAYNAS,IQUITOS,GOBIERNOS REGIONALES,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,177796,177796,140654.31,136254.31,118354.31,118354.31
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,MAYNAS,PUNCHANA,GOBIERNOS REGIONALES,SALUD,3000001,ACCIONES COMUNES,2000,2000,1994.21,1994.21,1994.21,1994.21
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,MAYNAS,PUNCHANA,GOBIERNOS REGIONALES,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,107960,101760,100898.92,82898.92,82898.92,82898.92
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,MAYNAS,PUNCHANA,GOBIERNOS REGIONALES,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,5500,5500,5499.3099999999995,5499.3099999999995,5499.3099999999995,5499.3099999999995
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,MAYNAS,PUNCHANA,GOBIERNOS REGIONALES,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,20000,20000,20000.0,19920.0,9920.0,9920.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,REQUENA,REQUENA,GOBIERNOS REGIONALES,EDUCACION,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,50854,40130,34410.0,34410.0,34410.0,34410.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,REQUENA,REQUENA,GOBIERNOS REGIONALES,EDUCACION,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,0,6154,6154.0,6154.0,6154.0,6154.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,REQUENA,REQUENA,GOBIERNOS REGIONALES,EDUCACION,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,14986,19556,19555.5,19555.5,19555.5,19555.5
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,UCAYALI,CONTAMANA,GOBIERNOS REGIONALES,EDUCACION,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,58567,58567,48840.0,48797.32,48227.32,46887.32
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,UCAYALI,CONTAMANA,GOBIERNOS REGIONALES,EDUCACION,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,5940,5940,0.0,0.0,0.0,0.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,UCAYALI,CONTAMANA,GOBIERNOS REGIONALES,SALUD,3000001,ACCIONES COMUNES,4000,4000,3992.0,3992.0,3992.0,3992.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,UCAYALI,CONTAMANA,GOBIERNOS REGIONALES,SALUD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,6000,7000,6997.8,6997.8,6997.8,6997.8
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,UCAYALI,CONTAMANA,GOBIERNOS REGIONALES,SALUD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,57744,57744,57240.0,44240.0,24540.0,24540.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,UCAYALI,CONTAMANA,GOBIERNOS REGIONALES,SALUD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,2000,2000,1999.2,1999.2,1999.2,1999.2
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,LORETO,UCAYALI,CONTAMANA,GOBIERNOS REGIONALES,SALUD,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,35843,35843,35655.0,35655.0,35655.0,35655.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,MADRE DE DIOS,MANU,MANU,GOBIERNOS REGIONALES,TRANSPORTE,3000001,ACCIONES COMUNES,0,150000,150000.0,150000.0,103577.75,103577.75
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,GOBIERNOS REGIONALES,AGROPECUARIA,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,56095,56095,54118.7,54118.7,54118.7,54118.7
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,GOBIERNOS REGIONALES,AMBIENTE,3000735,DESARROLLO DE MEDIDAS DE INTERVENCION PARA LA PROTECCION FISICA FRENTE A PELIGROS,242511,242511,53900.0,50400.0,19600.0,19600.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,GOBIERNOS REGIONALES,EDUCACION,3000001,ACCIONES COMUNES,0,150000,149920.0,149920.0,149920.0,149920.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,GOBIERNOS REGIONALES,EDUCACION,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,600,600,600.0,600.0,600.0,600.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,GOBIERNOS REGIONALES,EDUCACION,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,375900,315900,249650.0,249650.0,225150.0,225150.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,GOBIERNOS REGIONALES,EDUCACION,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,6000,6000,6000.0,6000.0,6000.0,6000.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,GOBIERNOS REGIONALES,EDUCACION,3000740,SERVICIOS PUBLICOS SEGUROS ANTE EMERGENCIAS Y DESASTRES,34505,34505,34449.0,34449.0,31099.0,31099.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,GOBIERNOS REGIONALES,ORDEN PUBLICO Y SEGURIDAD,3000001,ACCIONES COMUNES,351865,355683,341182.38,229528.1,194448.85,194257.71
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,GOBIERNOS REGIONALES,ORDEN PUBLICO Y SEGURIDAD,3000734,CAPACIDAD INSTALADA PARA LA PREPARACION Y RESPUESTA FRENTE A EMERGENCIAS Y DESASTRES,1835597,1602101,1318012.52,1120142.0,1065988.49,1047346.72
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,GOBIERNOS REGIONALES,ORDEN PUBLICO Y SEGURIDAD,3000737,ESTUDIOS PARA LA ESTIMACION DEL RIESGO DE DESASTRES,83370,83370,48032.2,48032.2,46366.5,45976.5
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,GOBIERNOS REGIONALES,ORDEN PUBLICO Y SEGURIDAD,3000738,PERSONAS CON FORMACION Y CONOCIMIENTO EN GESTION DEL RIESGO DE DESASTRES Y ADAPTACION AL CAMBIO CLIMATICO,8500,8500,0.0,0.0,0.0,0.0
GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,GOBIERNOS REGIONALES,ORDEN PUBLICO Y SEGURIDAD,3000739,POBLACION CON PRACTICAS SEGURAS PARA LA RESILIENCIA,58825,59325,7430.0,7430.0,5430.0,5430.0
